Signatur	STANDORT_Hilfsspalte	STANDORT2	STANDORT3	ZUGANGSNR	EXEMPLARNR	Kurztitel	GTV	HST	Sachgruppe	Ort	"Epoche/
Räume"	ISBN
P 1045	P 001045	Zentrale		BV95/136	8689003	"Beneke, Arnold: Die Elberichsburg  : das Römerlager in Soest ; die planvollen römischen Angriffe zur Ausbeutung Süd-Westfalens und ihre Abwehr / von A. Beneke"		¬Die¬ Elberichsburg 	"GE; KRI; SIE; NS?"	W	RKZ	
P 1046	P 001046	Zentrale		BV95/137	1588363001	Beneke, Arnold: Siegfried ist Armin! / von A. Beneke		Siegfried ist Armin!	GE	D	RKZ	
P 1047	P 001047	Zentrale		B52/334	1588366001	"Jacob, Karl Hermann: Die altsteinzeitliche Fundstelle Markkleeberg bei Leipzig / Karl Hermann Jacob (Veröffentlichungen des städt... ; 5)"	"Veröffentlichungen des städtischen Museums für Völkerkunde zu Leipzig ; 5"	¬Die¬ altsteinzeitliche Fundstelle Markkleeberg bei Leipzig	"STE;GEO"	D	PAL/MES	
P 1047b	P 001047b	Zentrale		B1912/232	1588367001	Jacob, Karl Hermann: Zur Prähistorie Nordwest-Sachsens : Übersicht über die vorgeschichtlichen Perioden und deren wichtigsten Vertreter in der Leipzig-Hallischen Gegend / Karl Hermann Jacob		Zur Prähistorie Nordwest-Sachsens	"NS;KULT"	W	"VWZ/FMA; MA/NZ"	
P 1048	P 001048	Zentrale		BV95/138	712204002	Mielert, Fritz: Deutsches Ahnengut im Westfalenland / von Fritz Mielert		Deutsches Ahnengut im Westfalenland	GES	D	"PAL/MES;NEO; BZ;EZ;RKZ; VWZ/FMA"	
P 1049	P 001049	Zentrale		BV/ohne	203165002	"Beneke, Arnold: Siegfried und Alberich : neue Tatsachen zur Geschichte der Frühzeit ; die Römer als Zwerge der deutschen Sage ; der urkundliche Beweis v. J. 1612 ; [mit einer Karte der westfälischen Zwergenburgen]..."		Siegfried und Alberich	"NS;KULT;GE"	W	RKZ	
P 1050 - 1	P 001050 - 1	Zentrale		BV67/90	1588391001	"Bronzezeitliche Lanzenspitzen Norddeutschlands und Skandinaviens 1. Jacob-Friesen, Gernot : Text. - 1967. - XI, 422 S. (Veröffentlichungen der urgeschichtlichen Sammlun... ; 17,1)"	"Veröffentlichungen der urgeschichtlichen Sammlungen des Landesmuseums zu Hannover ; 17,1"	Text	MET	D	BZ?	
P 1050 - 2	P 001050 - 2	Zentrale		BV67/90	1588392001	"Bronzezeitliche Lanzenspitzen Norddeutschlands und Skandinaviens 2. Jacob-Friesen, Gernot : Tafelteil. - 1967. - 187 Taf., 16 Kt., 2 Tab. (Veröffentlichungen der urgeschichtlichen Sammlun... ; 17,2)"	"Veröffentlichungen der urgeschichtlichen Sammlungen des Landesmuseums zu Hannover ; 17,2"	Tafelteil	MET	D	BZ	
P 1051	P 001051	Zentrale		BV92/864	1588393001	"Farbregd, Oddmunn: Pilefunn frå Oppdalsfjella = Arrow finds from the Mountains of Oppdal, Sør-Trøndelag, Norway / av Oddmunn Farbregd - [Ms vervi... (Det Kongelige Norske Vidensk... ; 5)"	"Det Kongelige Norske Videnskabers Selskab / Museet : Miscellanea [Gunneria]; 5"	Pilefunn frå Oppdalsfjella	MET	SK	VWZ/FMA	
P 1052	P 001052	Zentrale		BV92/865	1588394001	"Bakka, Egil: Arktisk og nordisk i bronsealderen i Nordskandinavia / av Egil Bakka (Det Kong... ; 25)(Gunneria ; 25)"	"Det Kongelige Norske Videnskabers Selskab / Museet : Miscellanea ; 25"	Arktisk og nordisk i bronsealderen i Nordskandinavia	MET	SK/BALT	BZ	82-7126-094-4
P 1053	P 001053	Zentrale		BV92/866	1588412001	"Møllenhus, Kristen R.: Mesolitiske boplasser på Møre and Trøndelagskysten = Mesolithic sites on the coast of Møre and Trøndelag - [Ms vervi... (Gunneria ; 27)"	Gunneria , 27 	Mesolitiske boplasser på Møre and Trøndelagskysten	SIE	SK	PAL/MES	
P 1054	P 001054	Zentrale		BV92/867	1588413001	"Sognnes, Kalle: Arkeologiske modeller for Vestladets vikingtid = Archaeological mo-dels for Viking period West Norway / Kalle Sognnes (Gunneria ; 34)"	"Gunneria ; 34"	Arkeologiske modeller for Vestladets vikingtid	"SIE; VER; WIR"	SK	VWZ/FMA	
P 1055	P 001055	Zentrale		BV92/868	1589764001	"Marstrander, Lyder: Inntrøndelag i romertid : gravfunn og bosetning / Lyder Marstrander (Gunneria ; 43)"	"Gunneria ; 43"	Inntrøndelag i romertid	GRÄ	SK	"EZ;RKZ"	82-7126-346-3
P 1056	P 001056	Zentrale		BV92/869	1589773001	"Wik, Birgitta: Tunanlegget på Tjøtta : en økonomisk og demografisk miljøstudie = The courtyard settlement on Tjøtta / Birgitta Wik (Gunneria ; 44)"	"Gunneria ; 44"	Tunanlegget på Tjøtta	SIE	SK	VWZ/FMA	82-7126-347-1
P 1057 - 1	P 001057 - 1	Zentrale		BV92/870	1589849001	"Bergkunsten i Stjørdal 1. Sognnes, Kalle : Helleristningar og busetjing. - 1983. - 104 S. (Gunneria ; 45)"	"Gunneria ; 45"	Helleristningar og busetjing	"KU; STE"	SK	BZ	82-7126-357-8
P 1057 - 2	P 001057 - 2	Zentrale		BV92/871	1589853001	"Bergkunsten i Stjørdal 2. Sognnes, Kalle : Typologi og kronologi i nedre Stjørdal. - 1987. - 112 S. : Kt. (Gunneria ; 56)"	"Gunneria;  56"	Typologi og kronologi i nedre Stjørdal	"KU;STE"	SK	"BZ;EZ;RKZ"	82-7126-417-6
P 1057 - 3	P 001057 - 3	Zentrale		BV92/875	1589856001	"Bergkunsten i Stjørdal 3. Hegraristningane. - 1990. - 164 S. : graph. Darst., Kt. (Gunneria ; 62)"	"Gunneria ; 62"	Hegraristningane	"KU;STE"	SK	BZ	82-7126-453-2
P 1058	P 001058	Zentrale		BV92/872	1589811001	"Bakka, Egil: Bronsealderristningane på Bogge i Romsdal / Egil Bakka (Gunneria ; 57)"	"Gunneria ; 57"	Bronsealderristningane på Bogge i Romsdal	"KU;STE"	SK	BZ	82-7126-420-6
P 1059	P 001059	Zentrale		B49/40	1589812001	"Die Altsteinzeitfunde aus dem Leinetal bei Hannover / von K.H. Jacob-Friesen ; mit e. geolog. Beitr. von Fritz Hamm (Veröffentlichungen der Urges... ; 10)"	"Veröffentlichungen der Urgeschichtlichen Sammlungen des Landesmuseums zu Hannover ; 10"	¬Die¬ Altsteinzeitfunde aus dem Leinetal bei Hannover	"STE;GEO"	D	PAL/MES	
P 1060	P 001060	Zentrale		B27/399  	406896001	"Jacob-Friesen, Karl Hermann: Grundfragen der Urgeschichtsforschung : Stand und Kritik der Forschung über Rassen, Völker und Kulturen in urgeschichtlicher... (Veröffentlichungen der Urges... ; 1)"	"Veröffentlichungen der Urgeschichtlichen Abteilung des Provinzial-Museums zu Hannover ; 1"	Grundfragen der Urgeschichtsforschung	"NS;GES"	EU	"EZ;VWZ/FMA"	
P 1061	P 001061	Zentrale		BV/ohne 	406962001	Jacob-Friesen, Karl Hermann: Einführung in Niedersachsens Urgeschichte / von K. H. Jacob-Friesen		Einführung in Niedersachsens Urgeschichte	GES	D	"PAL/MES;NEO;BZ;EZ;VWZ/FMA;"	
P 1061ab - 1	P 001061ab - 1	Zentrale		BV59/489	1588416001	"Einführung in Niedersachsens Urgeschichte 1. Steinzeit. - 1959. - VII, 204, 25 S. : Ill. (Veröffentlichungen der urgeschichtlichen Sammlun... ; 15,1)"	"Veröffentlichungen der urgeschichtlichen Sammlungen des Landesmuseums zu Hannover ; 15,1"	Steinzeit	GES	D	"PAL/MES; NEO"	
P 1061ab - 2	P 001061ab - 2	Zentrale		BV63/106	1588417001	"Einführung in Niedersachsens Urgeschichte 2. Bronzezeit. - 4., bedeutend erw. Aufl. - 1963. - VII S., S. 205 - 388, [14] S. : zahlr. Ill., graph. Darst., Kt. (Veröffentlichungen der urgeschichtlichen Sammlun... ; 15,2)"	"Veröffentlichungen der urgeschichtlichen Sammlungen des Landesmuseums zu Hannover ; 15,2"	Bronzezeit	GES	D	BZ	
P 1061ab - 3	P 001061ab - 3	Zentrale		BV75/18	1588418001	"Einführung in Niedersachsens Urgeschichte 3. Eisenzeit. - 1974. - X S., S. 389 - 747 : Ill., graph. Darst., Kt. (Veröffentlichungen der Urgeschichtlichen Sammlun... ; 15,3)"	"Veröffentlichungen der Urgeschichtlichen Sammlung des Landesmuseums zu Hannover ; 15,3"	Eisenzeit	GES	D	"EZ;RKZ:VWZ/FMA"	
P 1062	P 001062	Zentrale		BV92/873	1589817001	"Sognnes, Kalle: Iron age arrow-heads from Hordaland, Norway : testing a classification system / Kalle Sognnes (Gunneria ; 60)"	"Gunneria ; 60"	Iron age arrow-heads from Hordaland, Norway	MET	SK	"EZ; VWZ/FMA"	
P 1063	P 001063	Zentrale		BV92/874	1589822001	"Bjartmann Bjerck, Hein: Forskningsstyrt kulturminne... / Hein Bjartmann Bjerck (Gunneria ; 61)"	"Gunneria ; 61"	Forskningsstyrt kulturminneforvaltning på Vega, Nordland	"SIE; AUS; PRO"	SK	"PAL/MES; NEO"	82-7126-442-7
P 1064 - 1	P 001064 - 1	Zentrale		BV92/664	1589832001	"Sentrum-periferi 1. Volume 1. - 1-282 S. (Gunneria ; 64)"	"Gunneria ; 64"	Volume 1	"KO; SIE; GSL"	"SK; EU"	"PAL/MES; NEO; BZ; EZ; VWZ/FMA"	
P 1064 - 2	P 001064 - 2	Zentrale		BV92/664	1589834001	"Sentrum-periferi 2. Volume 2. - S. 287 - 455 (Gunneria ; 64)"	"Gunneria ; 64"	Volume 2	"KO; SIE; GSL"	"SK; EU"	"PAL/MES; NEO; BZ; EZ; VWZ/FMA"	
P 1065	P 001065	Zentrale		BV95/157	1589841001	"Medicus curat, natura sanat : Heilkunde und Heilkulte am römischen Limes ; Begleitheft zur Dokumentation der römischen Vergangenheit beim und im Kreiskrankenhaus Öhringen"		Medicus curat, natura sanat	MED	EU	RKZ	3-929055-26-0
P 1066	P 001066	Zentrale		BV95/159	1589872001	"Borst, Otto: Alltagsleben im Mittelalter : mit zeitgenössischen Abbildungen / Otto Borst - 1. Aufl. (Insel-Taschenbuch ; 513)"	"Insel-Taschenbuch ; 513"	Alltagsleben im Mittelalter	GE	D	MA/NZ	3-458-32213-2
P 1067	P 001067	Zentrale		BV95/160	1589874001	Tuchman, Barbara Wertheim: Der ferne Spiegel : Das dramatische 14. Jahrhundert / Barbara Wertheim Tuchman - Sonderaus...		Der ferne Spiegel	GE	EU	MA/NZ	
P 1068	P 001068	Zentrale		BV95/162	127222002	"Schmid, Peter: Siedlung und Wirtschaft im frühen Mittelalter an der südlichen Nordseeküste / Peter Schmid (Vorträge der Oldenburgischen... ; 9)"	"Vorträge der Oldenburgischen Landschaft ; 9"	Siedlung und Wirtschaft im frühen Mittelalter an der südlichen Nordseeküste	SIE	"D; EU"	VWZ/FMA	3-87358-156-6
P 1069	P 001069	Zentrale		BV95/163	1589876001	"Behre, Karl-Ernst: Meeresspiegelbewegungen... / Karl-Ernst Behre (Vorträge der Oldenburgischen... ; 17)"	"Vorträge der Oldenburgischen Landschaft ; 17"	Meeresspiegelbewegungen und Siedlungsgeschichte in den Nordseemarschen	"SIE; GEO"	DE	"NEO;BZ; EZ; RKZ; VWZ/FMA"	3-87358-283-X
P 1070	P 001070	Zentrale		BV95/168	1589877001	"The early church in Wales and the West : Recent work in early Christian archaeology, history and place-names (Oxbow monograph ; 16)"	"Oxbow monograph ; 16"	¬The¬ early church in Wales and the West	"REL;GRÄ"	BR	"EZ;VWZ/FMA"	0-946897-37-9
P 1071	P 001071	Zentrale		BV95/167	1589882001	"Sveinbjarnardóttir, Gudrún: Farm abandonment in medieval and post-medieval Iceland : an interdisciplinary study / by Gudrun Sveinbjarnardóttir (Oxbow monograph ; 17)"	"Oxbow monograph ; 17"	Farm abandonment in medieval and post-medieval Iceland	"SIE; WIR"	SK	"VWZ/FMA; MA/NZ"	0-946897-28-X
P 1072	P 001072	Zentrale		BV95/166	1589883001	"Romano-British cavemen : cave use in Roman Britain / ed. by K. Branigan ... (Oxbow monograph ; 19)"	"Oxbow monograph ; 19"	Romano-British cavemen	SIE	BR	RKZ	0-946897-43-3
P 1073	P 001073	Zentrale		BV93/433	1589886001	Jacobsen, Werner: Der Klosterplan von St. Gallen und die karolingische Architektur : Entwicklung und Wandel von Form und Bedeutung im fränkischen Kirchenbau zwischen 751 und 840		¬Der¬ Klosterplan von St. Gallen und die karolingische Architektur	ARC	EU	VWZ/FMA	3-87157-139-3
P 1074b	P 001074	Zentrale		BV88/248		"Jacobsen, Lis: Evje-stenen og Alstad-stenen / Lis Jacobsen (Norske oldfunn ; 6)"			KULT	SK	VWZ/FMA	
P 1074 - 1	P 001074 - 1	Zentrale		B42/326	1589892001	Danmarks runeindskrifter 1. Jacobsen, Lis...  : Textbd.. - 1942. - XV S., 1118 Sp.		Textbd.	"WOE; LEX"	SK	VWZ/FMA	
P 1074 - 2	P 001074 - 2	Zentrale		B41/197	1589895001	Danmarks runeindskrifter 2. Jacobsen, Lis...  : Atlas. - 450 S. : nur Ill.		Atlas	KULT	SK	VWZ/FMA	
P 1074 - 3	P 001074 - 3	Zentrale		BV/ohne	1589897001	Danmarks runeindskrifter 3. Jacobsen, Lis...  : Registerbd.. - 106 Sp.		Registerbd.	BIB	SK	VWZ/FMA	
P 1074 - 4	P 001074 - 4	Zentrale		B42/326	1589898001	Danmarks runeindskrifter 4. Jacobsen, Lis...  : Zusammenfassung. - 1942. - 76 Sp.		Zusammenfassung	KULT	SK	VWZ/FMA	
	P 001074b				1590122001		"Norske oldfunn ; 6"	Evje-stenen og Alstad-stenen				
P 1075	P 001075	Zentrale		BV90/686	1590124001	"Jacquat, Christiane: Les plantes de l'âge du Bronze : catalogue des fruits et graines / Christiane Jacquat (Hauteriv... ; 1)(Archéologie... ; 7)"	"Hauterive-Champréveyres ; 1"	Les plantes de l'âge du Bronze	BO	CH	BZ	
P 1075b	P 001075b	Zentrale		BV91/661	1590125001	"Jacquat, Christiane: Les plantes de l'âge du Bronze : contribution à l'histoire de l'environnement et de l'alimentation / Christiane Jacquat (Hauteriv... ; 2)(Archéologie... ; 8)"	"Hauterive-Champréveyres ; 2"	Les plantes de l'âge du Bronze	"BO; WIR; SIE"	CH	BZ	
P 1076 - 1	P 001076 - 1	Zentrale		BV70/62	1590127001	Early Celtic Art 1. Text. - 1969. - XIII, 242 S.		Text	KU	EU	EZ	
P 1076 - 2	P 001076 - 2	Zentrale		BV70/62	1590129001	Early Celtic Art 2. Plates. - 1969. - 279 S. : nur Ill.		Plates	KU	EU	EZ	
P 1076k	P 001076k	Zentrale		BV85/410	1590131001	"Jadranska obala u protohistoriji : kulturni i etnicki problemi ; simpozij odrÏzan u Dubrovniku od 19. do 23.X.1972 / red. odbor: V. Mirosavljevic"		Jadranska obala u protohistoriji	"KO; SIE; GRÄ"	"IT; BALK"	"BZ; EZ"	
P 1077	P 001077	Zentrale		BV84/767	1590132001	"Jänecke, Wilhelm: Die ursprüngliche Gestalt des Tropaion von Adamklissi / von Wilhelm Jänecke (Sitzungsberichte der Heidelb... ; ...)"	"Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 1919,20"	¬Die¬ ursprüngliche Gestalt des Tropaion von Adamklissi	ARC	BALK	RKZ	
P 1078	P 001078	Zentrale		BV95/165	1590133001	"Carver, Martin: Arguments in stone : archaeological research and the European town in the first millennium / by M. O. H. Carver (Oxbow mo... ; 29)(The Dalr... ; 1990)"	"Oxbow monograph ; 29"	Arguments in stone	SIE	EU	"VWZ/FMA; MA/NZ"	0-946897-57-3
P 1079	P 001079	Zentrale		BV77/466	1590400001	"Jaguttis-Emden, Martin: Zur Präzision archäologisch... / Martin Jaguttis-Emden (Archaeologica venatoria ; 4)"	"Archaeologica Venatoria ; 4"	Zur Präzision archäologischer Datierungen	DAT	"EU; AF"	PAL/MES	3-921618-02-9
P 1080	P 001080	Zentrale		BV95/164	1590137001	"The trireme project : operational experience 1987 - 90 ; lessons learnt / ed. by. Timothy Shaw. With ... contrib. by John... (Oxbow monograph ; 31)"	"Oxbow monograph ; 31"	The trireme project	"EX; UW"	EU	AW	0-946897-58-1
P 1081	P 001081	Zentrale		BV95/173	1590141001	"Mahler, Fred ; Ring, Edgar: Geschichte im Untergrund : 5 Jahre Stadtarchäologie in Uelzen / Fred Mahler ; Edgar Ring (Uelzener Beiträge ; 12)"	"Uelzener Beiträge ; 12"	Geschichte im Untergrund	SIE	D	MA/NZ	3-929864-00-2
P 1082	P 001082	Zentrale		BV/ohne	16742004	"Kroeschell, Karl: Stadtgründung und Weichbildrecht in Westfalen / Karl Kroeschell (Schriften der Historischen K... ; 3)"	"Schriften der Historischen Kommission für Westfalen ; 3"	Stadtgründung und Weichbildrecht in Westfalen	SIE	W	MA/NZ	
P 1083	P 001083	Zentrale		B54/695	1590144001	"Jahn, Martin: Die Abgrenzung von Kulturgruppen und Völkern in der Vorgeschichte : [vorgetragen in d. Sitzung vom 19. März 1951] (Berichte über die Verhandlun... ; 99,3)"	"Berichte über die Verhandlungen der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse ; 99,3"	¬Die¬ Abgrenzung von Kulturgruppen und Völkern in der Vorgeschichte	"SIE; KULT"	EU	BZ	
P 1084	P 001084	Zentrale		BV/ohne	1590168001	Köhn, H.: Der Essener Münsterschatz / H. Köhn		¬Der¬ Essener Münsterschatz	"KU; REL"	D	MA/NZ	
P 1085	P 001085	Zentrale		BV95/178	1590170001	"Echo : Beiträge zur Archäologie des mediterranen und alpinen Raumes ; Johannes B. Trentini zum 80. Geburtstag / hrsg. von Brinn... (Innsbrucker Beiträge zur Kul... ; 27)"	"Innsbrucker Beiträge zur Kulturwissenschaft ; 27"	Echo	FES	EU	AW	3-85124-146-0
P 1086	P 001086	Zentrale		B49/69	406965001	Allgemeine Vorgeschichte unter besonderer Berücksichtigung Deutschlands 1.  - 1948. - 88 S. : graph.Darst., Kt.			GES	"EU; AF; AS"	"PAL/MES; NEO; BZ;"	
P 1087 - 1	P 001087 - 1	Zentrale		BV95/175	1590352001	Nearchos 1. Beiträge vom 25. Internationalen Hafnerei-Symposium in Lienz, Osttirol 1992. - 1993. - 376 S. : Ill., graph. Darst., Kt.		Beiträge vom 25. Internationalen Hafnerei-Symposium in Lienz, Osttirol 1992	"KO; KER"	EU	MA/NZ	3-900773-04-1
P 1087 - 2	P 001087 - 2	Zentrale		BV95/176	1590354001	Nearchos 2. Stadler, Harald...  : Ausgrabungen in Kirchdorf in Tirol. - 1994. - 256 S.: Ill.		Ausgrabungen in Kirchdorf in Tirol	SIE	A	MA/NZ	3-900773-07-6
P 1087 - 3	P 001087 - 3	Zentrale		BV95/435	1590358001	Nearchos 3. Flaschberg : Archäologie und Geschichte einer mittelalterlichen Burganlage bei Oberdrauburg in Kärnten. - 1995. - 392 S. : Ill., graph. Darst., Kt.		Flaschberg	SIE	A	MA/NZ	3-900773-08-4
P 1088 - 1	P 001088 - 1	Zentrale		BV95/177	1590679001	Nearchos 1. Stadler, Harald : Zur Geschichte von Langkampfen im Spiegel der archäologischen Funde : Beiheft 1. - 1993. - 64 S. : zahlr. Ill., Kt.		Zur Geschichte von Langkampfen im Spiegel der archäologischen Funde	SIE	A	"VWZ/FMA; MA/NZ"	3-900773-06-8
P 1088 - 2	P 001088 - 2	Zentrale		BV97/232	1590680001	Nearchos 2. Zanesco, Alexander : Archäologische und historische Untersuchungen zur Haslauer Sensenschmiede in Hopfgarten im Brixental, Nordtirol : Beiheft 2. - 1995. - 86 S. : Ill., graph. Darst., Kt.		Archäologische und historische Untersuchungen zur Haslauer Sensenschmiede in Hopfgarten im Brixental, Nordtirol	"MET; WIR"	A	MA/NZ	3-900773-11-4
P 1089	P 001089	Zentrale		BV95/181	1590172001	"Shoesmith, R.: Excavations at Chepstow : 1973 - 1974 / R. Shoesmith (Cambrian archaeological mono... ; 4)"	"Cambrian archaeological monographs ; 4"	Excavations at Chepstow	SIE	BR	MA/NZ	0-947846-02-6
P 1090	P 001090	Zentrale		BV95/182	1590174001	Miscellanea archaeologica Thaddaeo Malinowski dedicata / quae Franciscus Roznowski redigendum curavit		Miscellanea archaeologica Thaddaeo Malinowski dedicata	FES	EU	"NEO; BZ; EZ"	83-85599-20-7
P 1091	P 001091	Zentrale		BV85/159	1590178001	"Jahn, Ulrich: Die deutschen Opferbräuche bei Ackerbau und Viehzucht : ein Beitrag zur deutschen Mythologie und Alterthumskunde (Germanistische Abhandlungen ; 3)"	"Germanistische Abhandlungen ; 3"	¬Die¬ deutschen Opferbräuche bei Ackerbau und Viehzucht	"REL; KULT"	D	"VWZ/MA; MA/NZ"	
P 1092 - 1	P 001092 - 1	Zentrale		BV95/185	100663002	"Jörn,Erhard; Jörn, Rudolf. Das Meisterlied von Goslar.1. Teil (775 - 1125). - 1992. - 430 S."		Teil (775 - 1125)	" GE; KULT"	D	"VWZ/FMA;MA/NZ"	3-7848-4042-6
P 1093	P 001093	Zentrale		BV95/186	1590181001	"Jörn, Erhard ; Jörn, Rudolf: Heinricus senior de... / von Erhard Jörn ; Rudolf Jörn (Wiedaer Hefte ; 2)"	"Wiedaer Hefte ; 2"	Heinricus senior de Wida am Südwestharz i. 12. Jh.	GE	D	MA/NZ	
P 1094	P 001094	Zentrale		BV/ohne	1590183001	Herrmann, Carl: Vor- und Frühgeschichte von Naumburg a.S. und Umgegend / Carl Herrmann		Vor- und Frühgeschichte von Naumburg a.S. und Umgegend	GES	D	"PAL/MES; NEO; BZ; EZ; VWZ/FMA"	
P 1095 - 1	P 001095 - 1	Zentrale		BV83/18	1590371001	Das erste Jahrtausend 1. Textband 1. - 2. Aufl. - 1963. - 566 S. : Ill., Kt.		Textband 1	"SOKA; GE; KU; REL"	D	"RKZ; VWZ/FMA; MA/NZ"	
P 1095 - 2	P 001095 - 2	Zentrale		BV63/18	1590372001	Das erste Jahrtausend 2. Tafelband. - 1. Aufl. - 1962. - XXXV, 448, 104 S. : überwiegend Ill.		Tafelband	"SOKA; GE; KU; REL"	D	"RKZ; VWZ/FMA; MA/NZ"	
P 1095 - 3	P 001095 - 3	Zentrale		BV65/134	1590374001	Das erste Jahrtausend 3. Textband 2. - 1. Aufl. - 1964. - S. 567 - 1144 : Ill., graph. Darst., Kt.		Textband 2	"SOKA; GE; KU; REL"	D	"RKZ; VWZ/FMA; MA/NZ"	
P 1096 - 1	P 001096 - 1	Zentrale		BV95/194	1590187001	Small finds from Ulpia Traiana Sarmizegetusa 1.  - 1994.			SIE	BALK	"EZ;RKZ"	
P 1097	P 001097	Zentrale		BV95/206	1590188001	"Terug naar de bron : Kruishoutem archeologisch doorgelicht / red. Frank Vermeulen ... Auteurs Kurt Braeckman ... (Archeologische Inventaris Vl... ; 2)"	"Archeologische Inventaris Vlaanderen : Buitengewone reeks ; 2"	Terug naar de bron	"GES; SIE; GRÄ"	BEN	"PAL/MES; NEO; BZ; EZ; VWZ/FMA"	
P 1098	P 001098	Zentrale		BV95/207	1590191001	"Crombé, Philippe ; Van Der Haegen, Guy: Het midden-paleolithicum in Noordwestelijk Belgie / Philippe Crombé ; Guy van der Haegen (Archeologische inventaris Vl... ; 3)"	"Archeologische inventaris Vlaanderen : Buitengewone reeks ; 3"	¬Het¬ midden-paleolithicum in Noordwestelijk Belgie	"STE; SIE"	BEN	PAL/MES	
P 1099	P 001099	Zentrale		BV95/172	1590194001	"Neumayer, Heino: Merowingerzeitliche Grabfunde des Mittelrheingebietes zwischen Nahe- und Moselmündung / Heino Neumayer (Archäologische Schriften des... ; 2)"	"Archäologische Schriften des Instituts für Vor- und Frühgeschichte der Johannes-Gutenberg-Universität Mainz ; 2"	Merowingerzeitliche Grabfunde des Mittelrheingebietes zwischen Nahe- und Moselmündung	GRÄ	D	VWZ/FMA	3-928957-01-5
P 1100	P 001100	Zentrale		BV72/272	1590195001	Jalmain, Daniel: Archéologie aérienne en Île-de-France : Beauce, Brie, Champagne / Daniel Jalmain		Archéologie aérienne en Île-de-France	PRO	F	"NEO; BZ; EZ; RKZ; VWZ/FMA; MA/NZ"	
P 1101	P 001101	Zentrale		BV95/169	1590367001	"Römerzeitliche Gräber... / hrsg. von Manuela Struck (Archäologische Schriften des... ; 3)"	"Archäologische Schriften des Instituts für Vor- und Frühgeschichte der Johannes-Gutenberg-Universität Mainz ; 3"	Römerzeitliche Gräber als Quellen zu Religion, Bevölkerungsstruktur und Sozialgeschichte	"KO; GRÄ; REL; GES"	EU	RKZ	3-928957-02-3
P 1102 - 1	P 001102 - 1	Zentrale		BV90/115	1590379001	Végétation et climat des Pyrénées méditerranéennes depuis quinze mille ans 1. Texte. - 141 S. 		Texte	"BO; GEO"	F	PAL/MES	
P 1102 - 2	P 001102 - 2	Zentrale		BV90/115	1590380001	Végétation et climat des Pyrénées méditerranéennes depuis quinze mille ans 2. Planches.		Planches	"BO; GEO"	F	PAL/MES	
P 1103	P 001103	Zentrale		BV95/171	1590382001	"Hanel, Eva: Die merowingischen Altertümer von Kärlich und Umgebung  : (Verbandsgem. Weißenthurm, Kr. Mayen-Koblenz) / von Eva Hanel (Archäologische Schriften des... ; 4)"	"Archäologische Schriften des Instituts für Vor- und Frühgeschichte der Johannes-Gutenberg-Universität Mainz ;  4"	¬Die¬ merowingischen Altertümer von Kärlich und Umgebung 	"MET; KLE"	D	VWZ/FMA	3-928957-03-1
P 1104	P 001104	Zentrale		BV85/290	1590383001	"Jamar, J. T. J.: Heerlen, de Romeinse thermen / J. T. J. Jamar (Archeologische monumenten in... ; 9)"	"Archeologische monumenten in Nederland ; 9"	Heerlen, de Romeinse thermen	ARC	BEN	RKZ	90-6255-093-2
P 1105 - 1	P 001105 - 1	Zentrale		BV95/209	1590934001	"Roman military diplomas 1. 1954 - 1977. - 1978. - 118 S. (Occasional publication ; 2)"	"Occasional publication ; 2"	1954 - 1977	KULT	"EU; AS"	AW	0-905853-06-7
P 1105 - 2	P 001105 - 2	Zentrale		BV95/211	1590937001	"Roman military diplomas 2. 1978 - 1984. - 1978. - XIII, 231 S. : Ill. (Occasional publication ; 9)"	"Occasional publication ; 9"	1978 - 1984	KULT	"EU; AS"	AW	0-905853-16-4
P 1105 - 3	P 001105 - 3	Zentrale		BV95/213	1590938001	"Roman military diplomas 3. 1985 - 1993. - 1994. - S. 233 - 362 :  Ill. (Occasional publication ; 14)"	"Occasional publication ; 14"	1985 - 1993	KULT	"EU; AS"	AW	0-905853-33-4
P 1106	P 001106	Zentrale		BV95/215	1590389001	The later Roman Empire today : papers given in honour of Professor John Mann, 23 May 1992 / [ed. by D. F. Clark ...]		¬The¬ later Roman Empire today	"KULT; NUM"	"EU; AF"	RKZ	0-905853-32-6
